Timestamp,Facility,Region,Energy_Consumption_kWh,CO2_Emissions_kg,Water_Usage_Liters,Waste_Generated_kg,Renewable_Energy_Percentage,Recycled_Waste_Percentage,Supplier,Fleet_EV_Percentage,Heat_Generation_MWh,Electricity_Generation_MWh
09/29/2023,ABB Vaasa Factory,North,4120.4,523.82,80283.08,1484.24,65.0,72.92,Oy EL-Ho Oy,65.0,471.75,561.9
09/30/2023,Kivihaka Distribution Center,West,6482.84,3124.03,55526.22,419.49,65.0,65.0,KWH Logistics,65.0,261.56,462.67
10/01/2023,Kivihaka Distribution Center,North,4812.82,3773.98,32053.47,1283.14,65.0,65.0,Ahola Transport,65.0,292.65,952.68
10/02/2023,Wartsila Smart Technology Hub,North,8462.71,4479.7,47821.83,875.49,65.0,72.89,Wasaline,68.16,451.48,485.18
10/03/2023,Vaasa Logistics Center,West,4279.3,2148.86,83560.89,1659.32,65.0,65.0,Oy EL-Ho Oy,65.0,89.02,704.05
10/04/2023,Vaasa Logistics Center,North,2636.21,1361.49,40918.06,1061.7,65.0,78.72,Wasaline,86.99,301.09,315.16
10/05/2023,Vaskiluoto Power Plant,North,2907.24,804.28,71320.41,1291.69,88.45,75.25,KWH Logistics,65.0,470.21,280.42
10/06/2023,ABB Vaasa Factory,East,2534.05,2901.81,45812.83,635.37,69.51,65.0,Wasaline,65.0,136.71,915.21
10/07/2023,Vaskiluoto Power Plant,East,3637.09,849.71,72721.3,596.01,65.0,73.01,Wasaline,80.46,227.44,333.29
10/08/2023,Vaskiluoto Power Plant,East,6226.41,1911.69,75728.76,790.29,65.0,65.0,Wasaline,65.0,147.81,525.21
10/09/2023,Wartsila Smart Technology Hub,North,2622.82,3563.41,79009.97,1245.44,65.0,65.0,Wasaline,83.84,305.88,696.23
10/10/2023,Wartsila Smart Technology Hub,South,2448.51,701.7,66397.76,1781.7,65.0,74.81,Ahola Transport,65.0,329.03,288.23
10/11/2023,Kivihaka Distribution Center,South,5048.68,3267.35,48545.96,1348.93,73.7,95.37,Oy EL-Ho Oy,65.0,109.06,119.72
10/12/2023,Wartsila Smart Technology Hub,South,6793.84,958.55,57871.7,880.74,65.0,65.0,Ahola Transport,65.0,104.38,290.42
10/13/2023,Vaasa Logistics Center,West,5206.73,3977.16,36031.97,1124.0,65.0,65.0,KWH Logistics,65.0,209.3,413.17
10/14/2023,Wartsila Smart Technology Hub,East,5402.69,2499.19,31133.75,1186.7,65.0,65.0,Ahola Transport,65.0,152.57,860.04
10/15/2023,Vaskiluoto Power Plant,East,3199.38,2005.21,27567.33,829.17,65.0,67.38,KWH Logistics,65.0,284.45,113.01
10/16/2023,Vaskiluoto Power Plant,West,8486.6,1642.11,51296.92,1641.54,65.0,65.0,KWH Logistics,65.0,158.29,288.71
10/17/2023,Wartsila Smart Technology Hub,North,4736.85,3256.08,76392.01,1863.42,70.58,65.0,Oy EL-Ho Oy,77.31,159.13,761.79
10/18/2023,Kivihaka Distribution Center,West,1666.31,4541.66,67589.42,552.85,78.64,65.0,KWH Logistics,65.0,183.04,697.26
10/19/2023,Kivihaka Distribution Center,East,4894.31,1041.48,28220.16,956.13,65.0,65.0,KWH Logistics,65.0,485.58,674.11
10/20/2023,Vaskiluoto Power Plant,North,4900.48,865.52,71445.41,812.96,65.0,89.77,Oy EL-Ho Oy,65.0,155.54,804.35
10/21/2023,Wartsila Smart Technology Hub,East,1688.25,506.06,18026.96,1061.97,79.83,70.39,Oy EL-Ho Oy,65.0,449.95,968.73
10/22/2023,Vaasa Logistics Center,North,6845.04,3337.65,62590.48,312.31,65.0,76.82,Oy EL-Ho Oy,65.0,339.97,697.96
10/23/2023,Kivihaka Distribution Center,East,3280.73,4031.94,62571.11,1185.05,84.43,87.66,Oy EL-Ho Oy,65.0,71.64,648.38
10/24/2023,Kivihaka Distribution Center,West,8706.25,4749.18,76924.56,447.0,70.91,69.59,LEKO Logistics,65.0,324.98,929.62
10/25/2023,Kivihaka Distribution Center,South,1392.83,3716.5,24437.48,897.98,74.51,68.82,KWH Logistics,71.47,365.14,323.06
10/26/2023,Vaasa Logistics Center,East,5922.57,1446.75,32737.71,1341.07,65.18,67.84,LEKO Logistics,66.79,281.2,596.64
10/27/2023,Vaasa Logistics Center,East,7729.11,607.79,65768.58,518.64,68.37,70.22,Oy EL-Ho Oy,65.0,162.05,890.67
10/28/2023,ABB Vaasa Factory,North,6288.62,1327.9,35288.13,1410.77,74.02,65.0,LEKO Logistics,65.09,190.88,350.19
10/29/2023,Vaskiluoto Power Plant,West,6861.4,3444.11,50350.53,415.3,71.8,74.92,Wasaline,65.0,335.88,778.68
10/30/2023,Vaskiluoto Power Plant,North,4747.69,1635.48,55459.12,643.47,95.87,65.0,LEKO Logistics,65.0,184.6,836.7
10/31/2023,Vaasa Logistics Center,East,2487.71,1061.54,34685.62,1328.75,65.68,95.34,KWH Logistics,75.03,384.56,778.01
11/01/2023,Vaasa Logistics Center,East,2024.21,1009.11,86064.69,197.04,84.21,66.07,Ahola Transport,67.92,255.33,586.56
11/02/2023,ABB Vaasa Factory,West,4948.47,1151.08,30460.76,1534.22,94.24,65.0,Ahola Transport,65.0,82.23,143.35
11/03/2023,ABB Vaasa Factory,East,1266.54,2888.1,25552.61,509.84,86.62,65.97,KWH Logistics,82.48,497.0,176.88
11/04/2023,Vaasa Logistics Center,North,8504.17,828.16,45181.29,1023.11,70.18,73.28,Wasaline,65.0,180.69,436.2
11/05/2023,Wartsila Smart Technology Hub,South,8386.29,1678.69,38859.06,915.55,65.0,65.0,Ahola Transport,70.32,131.83,706.9
11/06/2023,Wartsila Smart Technology Hub,South,3101.73,2709.06,30355.42,695.99,65.0,65.0,KWH Logistics,71.9,252.27,678.84
11/07/2023,Vaskiluoto Power Plant,South,4551.31,4445.14,19113.01,539.04,65.0,70.94,Oy EL-Ho Oy,65.0,365.92,349.27
11/08/2023,Vaasa Logistics Center,North,5466.95,3276.03,55944.3,247.62,78.68,65.0,Ahola Transport,65.0,148.89,169.01
11/09/2023,Vaasa Logistics Center,West,3195.37,2499.99,40102.12,289.2,65.0,65.0,Oy EL-Ho Oy,65.0,143.61,870.34
11/10/2023,Wartsila Smart Technology Hub,East,4677.03,3274.26,62690.31,428.88,65.0,65.0,Oy EL-Ho Oy,79.33,482.49,285.54
11/11/2023,ABB Vaasa Factory,West,1953.72,3965.63,43649.94,1165.36,65.0,65.0,Ahola Transport,70.87,269.76,293.27
11/12/2023,Vaskiluoto Power Plant,South,8673.85,576.42,57613.87,1841.19,65.0,65.0,Ahola Transport,65.0,151.79,770.77
11/13/2023,Wartsila Smart Technology Hub,West,2286.97,3374.6,82589.49,1100.22,69.64,65.0,KWH Logistics,65.0,78.17,829.18
11/14/2023,Kivihaka Distribution Center,West,3631.56,2309.92,22389.38,1142.71,65.0,65.0,LEKO Logistics,71.49,360.56,126.81
11/15/2023,Wartsila Smart Technology Hub,East,9076.88,1897.62,9440.29,938.46,65.0,67.91,Ahola Transport,65.0,290.48,753.78
11/16/2023,ABB Vaasa Factory,South,5705.28,2650.51,19419.82,443.34,73.59,65.0,Oy EL-Ho Oy,65.0,148.31,736.6
11/17/2023,Vaasa Logistics Center,West,7607.88,871.48,56942.04,904.46,65.0,65.0,Oy EL-Ho Oy,65.0,333.33,245.85
11/18/2023,Kivihaka Distribution Center,North,3364.11,1986.03,70512.23,312.45,83.12,65.0,LEKO Logistics,65.0,84.96,165.35
11/19/2023,Vaskiluoto Power Plant,East,3166.31,3842.75,44347.01,1571.07,65.0,65.0,Ahola Transport,65.0,493.62,408.99
11/20/2023,Vaasa Logistics Center,North,4733.85,1500.14,48902.74,388.31,65.0,65.0,Wasaline,65.0,191.0,545.63
11/21/2023,Vaskiluoto Power Plant,South,8232.45,3245.3,52410.81,1123.1,65.88,65.0,KWH Logistics,65.0,216.22,944.14
11/22/2023,Vaasa Logistics Center,South,9578.93,3419.67,50494.74,1594.3,81.14,65.0,KWH Logistics,65.0,444.88,650.55
11/23/2023,Kivihaka Distribution Center,West,4514.82,4592.57,21885.11,789.39,65.0,75.18,Wasaline,87.83,78.73,706.18
11/24/2023,ABB Vaasa Factory,South,8176.36,1082.26,39841.39,363.38,91.72,90.43,Oy EL-Ho Oy,65.0,318.0,911.4
11/25/2023,Vaskiluoto Power Plant,East,5873.71,1172.35,46871.63,1465.73,65.0,65.0,Wasaline,69.02,116.06,979.19
11/26/2023,Vaasa Logistics Center,North,3181.35,4246.19,36914.22,622.31,65.29,91.15,KWH Logistics,79.18,358.52,440.46
11/27/2023,ABB Vaasa Factory,North,1250.23,1929.49,81163.67,1179.02,70.23,65.0,Ahola Transport,65.0,475.9,267.43
11/28/2023,Wartsila Smart Technology Hub,North,3584.31,1617.64,10561.06,940.43,65.0,65.0,Wasaline,78.59,96.82,369.93
11/29/2023,Vaskiluoto Power Plant,West,1957.37,2542.52,14189.02,1060.37,80.83,65.0,LEKO Logistics,65.0,159.15,750.87
11/30/2023,Vaskiluoto Power Plant,North,6457.68,2874.15,77570.59,537.6,65.33,65.0,LEKO Logistics,65.0,359.79,774.65
12/01/2023,Vaskiluoto Power Plant,West,3794.6,1870.32,50594.02,1023.72,68.0,65.0,Ahola Transport,65.0,57.17,778.47
12/02/2023,Wartsila Smart Technology Hub,East,1258.54,3709.38,18608.63,1153.0,65.0,65.0,Ahola Transport,71.59,152.19,711.23
12/03/2023,Wartsila Smart Technology Hub,South,1654.25,3463.38,77120.16,418.08,65.0,76.76,Oy EL-Ho Oy,65.0,308.12,590.4
12/04/2023,ABB Vaasa Factory,South,7184.02,2358.35,20359.08,215.44,70.62,65.0,Wasaline,65.0,54.38,606.18
12/05/2023,Kivihaka Distribution Center,South,1140.25,737.42,17807.37,1438.19,73.95,65.0,Oy EL-Ho Oy,65.0,394.17,553.52
12/06/2023,Wartsila Smart Technology Hub,West,7170.39,2514.59,77039.12,297.37,72.45,65.0,LEKO Logistics,65.0,295.68,175.06
12/07/2023,Kivihaka Distribution Center,South,2499.6,735.27,63198.29,638.54,69.92,65.0,Oy EL-Ho Oy,65.0,124.32,477.5
12/08/2023,ABB Vaasa Factory,West,5624.45,4599.58,79328.37,857.57,82.52,65.0,Ahola Transport,66.83,140.66,573.76
12/09/2023,ABB Vaasa Factory,South,1773.03,2905.6,32912.2,1361.42,65.0,65.0,Wasaline,65.0,139.97,734.49
12/10/2023,ABB Vaasa Factory,North,5380.66,4388.37,31115.47,1312.35,90.84,65.0,Wasaline,65.0,190.47,577.96
12/11/2023,Wartsila Smart Technology Hub,South,6747.15,1438.93,67507.86,458.83,65.0,65.0,Ahola Transport,65.0,89.56,917.36
12/12/2023,Vaasa Logistics Center,North,8418.05,1243.55,38865.32,350.63,65.0,65.0,Ahola Transport,65.0,347.08,142.96
12/13/2023,Vaasa Logistics Center,South,8085.46,1335.31,32885.09,755.33,65.0,91.19,Wasaline,65.0,315.75,396.41
12/14/2023,ABB Vaasa Factory,North,4763.14,1675.11,65514.72,1852.69,65.0,65.0,KWH Logistics,65.0,397.27,312.18
12/15/2023,Vaskiluoto Power Plant,North,1078.53,4428.7,80588.98,1201.67,65.0,72.89,KWH Logistics,65.0,276.8,143.43
12/16/2023,Kivihaka Distribution Center,West,1317.03,2795.55,54540.02,1664.8,79.77,65.0,LEKO Logistics,65.0,275.47,161.16
12/17/2023,Vaasa Logistics Center,North,2663.69,2477.22,45479.49,484.03,65.0,65.0,Oy EL-Ho Oy,69.21,243.56,639.23
12/18/2023,Vaskiluoto Power Plant,West,6387.93,3123.6,62071.17,1812.6,65.0,65.0,Ahola Transport,65.0,348.9,602.79
12/19/2023,Kivihaka Distribution Center,West,3317.02,4435.45,23576.02,1643.18,65.0,65.0,KWH Logistics,65.0,234.96,524.69
12/20/2023,Vaskiluoto Power Plant,East,8010.34,4212.26,75318.95,472.0,85.55,65.0,LEKO Logistics,65.45,279.34,635.82
12/21/2023,Vaskiluoto Power Plant,North,3677.06,3870.38,47492.53,1017.96,78.13,65.0,Oy EL-Ho Oy,78.7,464.61,554.32
12/22/2023,Vaasa Logistics Center,West,8937.09,1317.84,22044.06,1398.94,65.0,65.0,LEKO Logistics,74.46,133.51,467.46
12/23/2023,ABB Vaasa Factory,East,2493.03,3616.63,80058.06,1013.04,65.0,65.0,Ahola Transport,65.0,250.08,802.25
12/24/2023,Kivihaka Distribution Center,North,3429.87,3596.54,38394.48,1803.0,65.0,73.55,LEKO Logistics,65.0,147.64,996.93
12/25/2023,ABB Vaasa Factory,West,974.35,1326.18,32198.57,1879.55,65.0,65.0,LEKO Logistics,65.0,292.81,739.49
12/26/2023,Wartsila Smart Technology Hub,South,6311.34,4719.39,59948.01,232.17,73.23,65.0,Ahola Transport,65.0,116.42,815.1
12/27/2023,ABB Vaasa Factory,West,4537.84,3612.25,69090.15,1544.77,65.0,84.29,KWH Logistics,65.0,250.85,983.19
12/28/2023,ABB Vaasa Factory,North,6401.7,4187.37,44244.98,1790.42,67.53,65.0,LEKO Logistics,65.0,111.58,694.76
12/29/2023,ABB Vaasa Factory,North,2216.35,1406.92,13508.62,1810.23,65.0,65.48,Ahola Transport,65.0,315.97,123.12
12/30/2023,Wartsila Smart Technology Hub,South,4488.53,2780.45,11053.62,351.07,65.0,65.0,LEKO Logistics,65.0,487.68,862.64
12/31/2023,ABB Vaasa Factory,West,3768.9,3206.67,48189.68,405.5,69.54,65.0,KWH Logistics,65.0,112.65,141.46
01/01/2024,Kivihaka Distribution Center,North,8708.19,2779.0,29544.19,1185.61,82.11,65.0,Wasaline,65.0,272.91,561.33
01/02/2024,Kivihaka Distribution Center,North,8911.95,1130.97,78841.12,1493.77,81.66,65.0,KWH Logistics,65.0,322.64,723.62
01/03/2024,Wartsila Smart Technology Hub,North,9228.09,2300.17,42932.67,252.93,66.48,65.0,Ahola Transport,65.0,243.0,923.67
01/04/2024,Wartsila Smart Technology Hub,South,3716.7,803.09,37556.31,524.7,65.0,65.0,Wasaline,65.0,284.17,798.8
01/05/2024,ABB Vaasa Factory,North,8194.05,897.04,56516.39,247.15,65.0,65.0,Wasaline,85.18,259.22,166.28
01/06/2024,Wartsila Smart Technology Hub,South,2694.95,1416.8,45000.64,992.15,65.0,65.0,KWH Logistics,65.0,61.66,646.89
01/07/2024,ABB Vaasa Factory,North,7783.26,2373.45,36314.1,579.76,65.95,65.0,Oy EL-Ho Oy,65.0,256.75,512.14
01/08/2024,Wartsila Smart Technology Hub,East,1568.31,730.15,41292.92,1303.31,77.25,75.41,Ahola Transport,65.0,356.54,141.68
01/09/2024,Vaskiluoto Power Plant,West,3187.21,2250.59,34266.49,1606.34,65.0,65.0,Ahola Transport,80.26,94.4,921.88
01/10/2024,Vaasa Logistics Center,West,9250.69,3903.74,56976.19,976.66,76.2,65.0,Oy EL-Ho Oy,80.25,408.02,160.82
01/11/2024,Vaskiluoto Power Plant,North,4341.11,4274.92,40032.47,658.58,65.15,65.0,KWH Logistics,80.48,494.03,474.47
01/12/2024,Kivihaka Distribution Center,East,7982.85,1351.13,66311.4,1175.16,71.05,65.0,Wasaline,65.0,193.25,748.01
01/13/2024,Wartsila Smart Technology Hub,South,5180.35,4383.32,20043.25,575.7,78.4,74.43,LEKO Logistics,67.59,439.93,468.65
01/14/2024,Kivihaka Distribution Center,South,4687.34,2952.2,14766.7,633.14,65.0,65.0,KWH Logistics,65.0,449.28,863.34
01/15/2024,Kivihaka Distribution Center,West,4771.68,4458.5,77406.13,1702.19,94.77,69.69,Wasaline,65.0,315.29,953.45
01/16/2024,Wartsila Smart Technology Hub,North,3381.21,3742.78,52075.72,988.27,65.0,65.0,Ahola Transport,65.0,426.42,911.66
01/17/2024,Kivihaka Distribution Center,West,2119.26,2563.24,38872.43,693.27,65.0,65.0,Wasaline,65.0,403.04,107.47
01/18/2024,Wartsila Smart Technology Hub,West,8256.4,3653.43,33457.72,359.32,71.5,70.82,Oy EL-Ho Oy,65.0,75.91,717.78
01/19/2024,Vaskiluoto Power Plant,East,5910.79,802.09,65433.22,1592.87,65.0,65.0,KWH Logistics,65.0,336.24,601.68
01/20/2024,Vaasa Logistics Center,North,6550.13,852.07,66959.26,417.26,72.85,65.0,LEKO Logistics,65.0,144.23,876.4
01/21/2024,Vaasa Logistics Center,East,3426.28,665.83,22033.87,1192.47,65.0,65.0,Wasaline,65.0,424.92,688.04
01/22/2024,Kivihaka Distribution Center,South,9431.78,2624.98,12310.61,1208.79,65.0,65.0,Oy EL-Ho Oy,65.0,86.92,775.97
01/23/2024,Vaskiluoto Power Plant,West,4174.43,1146.93,22670.85,1593.09,65.0,65.0,KWH Logistics,65.0,131.3,595.38
01/24/2024,Wartsila Smart Technology Hub,East,8508.81,2055.35,12829.36,889.52,73.29,65.0,Oy EL-Ho Oy,65.0,284.83,595.26
01/25/2024,ABB Vaasa Factory,East,1369.04,1526.41,10642.31,609.97,65.0,69.07,Oy EL-Ho Oy,65.0,89.24,252.44
01/26/2024,Vaskiluoto Power Plant,East,6593.47,2483.57,69325.62,362.17,65.0,65.0,Ahola Transport,71.46,64.04,206.64
01/27/2024,Wartsila Smart Technology Hub,South,3668.7,921.12,56873.74,923.7,79.44,77.64,Oy EL-Ho Oy,77.54,425.95,758.69
01/28/2024,Vaskiluoto Power Plant,West,3472.85,1807.44,80189.96,1798.02,88.39,65.0,LEKO Logistics,65.0,60.61,836.0
01/29/2024,Vaasa Logistics Center,South,8309.99,2681.58,54345.63,1374.43,65.0,65.0,Oy EL-Ho Oy,65.0,175.63,177.82
01/30/2024,Kivihaka Distribution Center,East,3072.86,3510.23,21444.92,1471.47,65.0,65.0,LEKO Logistics,74.29,95.61,221.49
01/31/2024,Vaasa Logistics Center,North,9047.31,1217.03,69733.13,1400.42,65.35,65.0,KWH Logistics,65.0,68.19,264.84
02/01/2024,Wartsila Smart Technology Hub,East,8108.72,3191.44,50956.25,608.71,76.82,65.0,Wasaline,65.0,203.06,715.1
02/02/2024,Kivihaka Distribution Center,North,6263.13,4480.91,55123.0,510.6,65.0,65.0,Ahola Transport,84.53,169.44,134.2
02/03/2024,Kivihaka Distribution Center,South,4895.05,2237.23,10502.52,1622.22,81.65,65.0,Oy EL-Ho Oy,74.21,229.0,255.14
02/04/2024,Wartsila Smart Technology Hub,East,6593.64,2235.3,44968.84,1275.23,65.0,85.3,Ahola Transport,79.55,58.95,705.07
02/05/2024,ABB Vaasa Factory,West,6283.66,4647.61,68624.9,494.79,65.0,80.04,LEKO Logistics,83.07,150.52,366.87
02/06/2024,Kivihaka Distribution Center,South,1589.96,560.78,55661.69,536.05,70.13,65.0,KWH Logistics,65.0,379.58,248.11
02/07/2024,Vaasa Logistics Center,West,3791.94,3270.14,47599.03,1439.6,65.0,71.34,Ahola Transport,68.02,223.09,499.31
02/08/2024,Wartsila Smart Technology Hub,North,1048.63,2380.87,42691.42,1381.19,65.0,65.0,Oy EL-Ho Oy,78.49,332.88,409.86
02/09/2024,Kivihaka Distribution Center,South,1120.62,2030.26,76733.0,1138.33,65.0,65.0,Oy EL-Ho Oy,65.0,123.95,585.99
02/10/2024,Wartsila Smart Technology Hub,North,6819.34,650.83,43296.38,1468.95,65.0,65.0,KWH Logistics,65.0,241.14,946.75
02/11/2024,Kivihaka Distribution Center,East,3573.39,825.19,31900.89,377.21,66.8,65.0,Wasaline,65.0,77.07,880.83
02/12/2024,Vaskiluoto Power Plant,North,3370.46,4027.67,56425.79,390.5,65.0,68.46,Oy EL-Ho Oy,65.0,464.53,111.39
02/13/2024,Vaskiluoto Power Plant,West,7901.23,4009.54,16312.78,1528.11,66.31,65.0,KWH Logistics,65.0,380.18,868.58
02/14/2024,Vaasa Logistics Center,West,6673.62,1028.22,79596.98,1463.89,66.78,65.0,Oy EL-Ho Oy,65.68,385.11,361.56
02/15/2024,Vaasa Logistics Center,South,5576.58,1619.3,69418.59,1154.25,65.0,69.51,Oy EL-Ho Oy,70.09,267.87,154.22
02/16/2024,Vaskiluoto Power Plant,West,1737.42,2192.76,35881.06,1726.56,73.84,74.93,Ahola Transport,65.0,463.01,927.4
02/17/2024,Kivihaka Distribution Center,East,3614.41,1839.07,34314.21,820.64,65.0,65.0,LEKO Logistics,65.0,324.82,628.82
02/18/2024,ABB Vaasa Factory,East,2211.79,1776.84,55787.53,483.3,65.0,73.84,Ahola Transport,65.0,301.87,463.35
02/19/2024,ABB Vaasa Factory,East,2239.8,2391.12,68225.75,519.36,65.0,65.82,KWH Logistics,65.0,149.48,485.56
02/20/2024,Wartsila Smart Technology Hub,South,8567.43,3335.13,19683.41,464.41,65.0,65.0,Wasaline,65.65,60.56,901.08
02/21/2024,Vaskiluoto Power Plant,North,1862.54,2478.76,74404.67,877.1,65.0,65.0,Ahola Transport,65.0,470.93,302.66
02/22/2024,Vaskiluoto Power Plant,South,6320.64,4097.9,16402.02,620.88,71.29,65.0,Oy EL-Ho Oy,78.77,436.43,333.27
02/23/2024,Vaasa Logistics Center,North,5997.76,1225.41,55941.81,1689.93,65.0,69.89,Ahola Transport,65.0,497.73,933.55
02/24/2024,Vaasa Logistics Center,East,5129.02,2534.04,10669.74,974.01,65.0,65.0,KWH Logistics,65.0,61.47,158.8
02/25/2024,ABB Vaasa Factory,North,2653.37,4180.81,31455.96,378.93,65.0,65.0,KWH Logistics,65.0,135.82,848.96
02/26/2024,Vaskiluoto Power Plant,West,3622.31,1271.98,51899.81,1777.13,70.19,65.0,KWH Logistics,65.0,164.73,785.93
02/27/2024,Wartsila Smart Technology Hub,South,1435.28,4465.84,80333.89,1833.04,65.0,65.0,LEKO Logistics,66.37,458.45,950.17
02/28/2024,Vaasa Logistics Center,East,2726.63,705.03,66510.16,599.06,65.0,89.45,LEKO Logistics,71.5,111.8,215.24
02/29/2024,Vaskiluoto Power Plant,North,2286.81,675.57,60759.22,690.66,65.0,65.0,Oy EL-Ho Oy,66.43,195.97,295.35
03/01/2024,Kivihaka Distribution Center,East,3665.22,2855.25,47076.2,1695.91,65.0,65.0,Ahola Transport,65.0,373.36,238.67
03/02/2024,Vaskiluoto Power Plant,North,5491.27,1347.19,48699.58,475.76,76.53,72.05,Wasaline,65.0,94.39,690.53
03/03/2024,Vaskiluoto Power Plant,South,6313.11,2125.22,77567.31,689.18,65.0,77.78,LEKO Logistics,65.0,452.12,572.45
03/04/2024,Wartsila Smart Technology Hub,West,7462.75,3213.63,26543.37,1484.38,65.0,65.0,KWH Logistics,76.86,383.28,568.35
03/05/2024,Vaskiluoto Power Plant,North,5662.26,1585.94,25459.63,1579.02,65.0,65.0,Wasaline,65.0,446.69,592.27
03/06/2024,Wartsila Smart Technology Hub,North,7934.22,4752.51,49914.62,1879.3,68.58,69.27,Ahola Transport,65.0,142.69,161.86
03/07/2024,Vaasa Logistics Center,North,3644.52,677.33,46744.04,829.15,65.0,88.6,Ahola Transport,65.0,76.26,494.44
03/08/2024,Kivihaka Distribution Center,East,4797.23,870.11,8833.05,1627.98,65.0,65.6,Ahola Transport,65.0,341.7,347.51
03/09/2024,Kivihaka Distribution Center,South,5488.12,4362.54,77331.56,188.76,65.0,65.0,Ahola Transport,65.0,244.21,938.82
03/10/2024,Wartsila Smart Technology Hub,West,4029.99,1000.32,68142.52,1101.27,72.71,65.0,Ahola Transport,74.58,222.45,674.66
03/11/2024,Vaskiluoto Power Plant,North,7277.8,3072.09,51803.08,343.38,83.63,79.5,LEKO Logistics,78.76,366.63,291.08
03/12/2024,Vaskiluoto Power Plant,North,4058.76,3881.02,23056.96,835.27,70.85,65.0,Oy EL-Ho Oy,65.0,263.71,998.01
03/13/2024,ABB Vaasa Factory,East,2061.4,4242.95,73867.9,212.79,65.0,74.28,Oy EL-Ho Oy,65.0,198.61,366.32
03/14/2024,Wartsila Smart Technology Hub,East,3327.0,867.35,56461.65,1048.06,84.11,67.8,LEKO Logistics,65.0,346.07,471.25
03/15/2024,Wartsila Smart Technology Hub,West,3076.05,2825.88,25087.84,1624.61,65.0,66.41,KWH Logistics,65.0,423.93,339.5
03/16/2024,ABB Vaasa Factory,East,4607.23,867.44,67776.45,1767.38,83.72,90.5,LEKO Logistics,65.0,388.44,733.87
03/17/2024,Wartsila Smart Technology Hub,West,8249.04,2819.41,66888.34,1809.19,65.0,65.0,LEKO Logistics,68.21,490.56,748.16
03/18/2024,Vaasa Logistics Center,West,4630.42,1879.45,60640.57,947.24,65.0,65.0,KWH Logistics,65.0,307.87,620.71
03/19/2024,ABB Vaasa Factory,East,7151.35,4083.71,66306.59,1101.56,65.0,73.69,Wasaline,70.16,350.02,741.3
03/20/2024,Vaskiluoto Power Plant,West,4528.83,3359.65,60119.38,541.71,72.25,72.72,LEKO Logistics,65.0,253.26,432.82
03/21/2024,Wartsila Smart Technology Hub,East,5251.12,2113.72,31070.64,1068.8,74.72,65.0,KWH Logistics,65.0,94.02,122.99
