Timestamp,Facility,Region,Energy_Consumption_kWh,CO2_Emissions_kg,Water_Usage_Liters,Waste_Generated_kg,Renewable_Energy_Percentage,Recycled_Waste_Percentage,Supplier,Fleet_EV_Percentage,Heat_Generation_MWh,Electricity_Generation_MWh
10/24/2023,Vaasa Logistics Center,South,6159.4,3565.62,10599.01,919.12,47.32,77.94,Ahola Transport,27.52,422.85,891.33
10/25/2023,Kivihaka Distribution Center,East,5452.33,1407.51,33515.87,1734.5,47.99,89.24,KWH Logistics,78.41,233.44,713.42
10/26/2023,ABB Vaasa Factory,South,1606.25,4293.75,95033.79,567.23,40.92,9.4,LEKO Logistics,68.75,255.95,946.65
10/27/2023,Wartsila Smart Technology Hub,North,4559.73,2228.93,67267.35,1755.75,18.45,76.74,Wasaline,49.54,279.42,393.84
10/28/2023,ABB Vaasa Factory,South,6240.03,3925.78,91269.69,634.91,27.19,90.91,Ahola Transport,38.99,411.99,776.13
10/29/2023,Wartsila Smart Technology Hub,West,8708.08,1253.82,34290.83,536.06,99.18,98.82,Wasaline,35.63,318.04,163.32
10/30/2023,Vaskiluoto Power Plant,East,3333.18,895.68,42165.82,1686.38,25.84,76.88,LEKO Logistics,56.32,179.0,598.77
10/31/2023,Wartsila Smart Technology Hub,North,5543.67,2058.76,15612.29,911.93,88.52,67.82,Ahola Transport,45.3,300.2,246.27
11/01/2023,Wartsila Smart Technology Hub,North,6676.59,3658.54,69044.14,1678.18,88.77,80.86,Ahola Transport,97.69,327.26,524.62
11/02/2023,Vaskiluoto Power Plant,South,2963.08,3812.77,53528.6,930.8,82.66,98.26,KWH Logistics,27.09,69.76,522.52
11/03/2023,Vaasa Logistics Center,South,2263.63,3161.94,87670.41,568.33,31.35,14.07,Oy EL-Ho Oy,61.38,231.37,466.15
11/04/2023,Wartsila Smart Technology Hub,West,4439.46,1590.16,45676.15,482.75,9.87,36.46,Ahola Transport,65.77,323.45,821.63
11/05/2023,Vaskiluoto Power Plant,East,3264.99,970.17,93177.28,1142.7,75.72,53.84,Ahola Transport,97.58,184.32,743.26
11/06/2023,Vaasa Logistics Center,North,4094.81,1294.62,87044.44,1575.17,48.44,82.27,Oy EL-Ho Oy,69.33,437.37,826.78
11/07/2023,Vaskiluoto Power Plant,South,4829.2,3918.45,74442.02,907.9,79.83,14.85,KWH Logistics,73.46,343.08,944.57
11/08/2023,Kivihaka Distribution Center,East,8400.77,1126.49,43048.1,712.25,6.28,39.42,Oy EL-Ho Oy,98.37,123.28,459.04
11/09/2023,Vaskiluoto Power Plant,West,3360.22,4307.73,36785.8,1308.74,15.75,96.49,KWH Logistics,30.65,174.1,225.5
11/10/2023,Wartsila Smart Technology Hub,West,4871.76,668.94,74309.73,1381.98,94.52,27.34,Oy EL-Ho Oy,14.18,407.42,979.28
11/11/2023,Kivihaka Distribution Center,South,4073.52,3995.01,28124.63,498.03,92.76,61.44,KWH Logistics,64.5,491.68,238.49
11/12/2023,Vaasa Logistics Center,North,3326.36,2687.11,77905.46,1205.8,63.61,87.86,LEKO Logistics,79.77,204.38,278.14
11/13/2023,Kivihaka Distribution Center,East,4810.38,4313.74,71166.56,858.63,88.93,35.18,Oy EL-Ho Oy,6.4,329.59,757.85
11/14/2023,Kivihaka Distribution Center,West,4998.32,2710.68,30497.5,1171.65,67.13,99.85,KWH Logistics,32.98,73.16,737.01
11/15/2023,ABB Vaasa Factory,East,2637.11,3610.73,57217.42,545.89,38.09,7.19,Oy EL-Ho Oy,12.16,439.47,781.18
11/16/2023,ABB Vaasa Factory,North,7845.8,2081.58,34402.8,220.79,51.89,81.49,Ahola Transport,17.79,468.09,904.35
11/17/2023,ABB Vaasa Factory,East,6328.28,3276.07,70038.02,433.58,35.49,58.47,Ahola Transport,27.25,222.74,404.77
11/18/2023,ABB Vaasa Factory,South,2184.03,1337.07,32368.28,368.72,54.46,23.4,Wasaline,60.21,251.82,367.71
11/19/2023,Wartsila Smart Technology Hub,South,5649.67,2252.59,83771.37,1513.48,89.63,86.03,KWH Logistics,78.22,57.1,530.92
11/20/2023,ABB Vaasa Factory,South,7984.11,884.77,99569.9,892.56,35.35,73.04,LEKO Logistics,89.32,358.4,441.05
11/21/2023,Kivihaka Distribution Center,West,2577.17,616.35,19171.39,664.34,81.58,73.05,LEKO Logistics,19.77,218.37,517.63
11/22/2023,Vaasa Logistics Center,North,4904.01,4082.12,98828.68,1212.51,82.4,88.04,Wasaline,21.21,409.15,275.18
11/23/2023,Kivihaka Distribution Center,East,4723.59,2667.81,64280.77,292.62,95.57,27.64,Wasaline,78.16,382.86,241.95
11/24/2023,Wartsila Smart Technology Hub,North,2148.39,594.47,78692.43,1095.3,73.51,78.72,LEKO Logistics,15.48,229.19,435.78
11/25/2023,Wartsila Smart Technology Hub,West,6905.85,2044.37,20417.02,309.3,64.34,32.4,Wasaline,55.03,441.05,517.3
11/26/2023,ABB Vaasa Factory,East,6639.15,3924.21,34650.54,1484.99,75.01,86.49,Wasaline,27.61,393.89,164.89
11/27/2023,Kivihaka Distribution Center,West,7886.79,2980.88,68775.96,648.93,27.18,75.03,Oy EL-Ho Oy,28.66,404.93,794.36
11/28/2023,ABB Vaasa Factory,West,2177.91,2156.9,27357.21,956.73,69.72,64.51,LEKO Logistics,95.63,341.32,374.24
11/29/2023,Kivihaka Distribution Center,West,6203.32,1698.87,11928.25,722.41,12.89,86.75,KWH Logistics,18.06,371.01,287.65
11/30/2023,ABB Vaasa Factory,East,1125.01,1341.38,79044.92,639.74,12.44,83.37,Wasaline,55.81,490.79,583.6
12/01/2023,Wartsila Smart Technology Hub,East,6920.05,4023.52,32653.34,1687.09,5.65,57.25,Ahola Transport,36.76,321.39,877.2
12/02/2023,Wartsila Smart Technology Hub,South,2592.71,1215.24,23080.32,626.16,81.74,79.52,Ahola Transport,40.03,199.9,194.44
12/03/2023,Vaskiluoto Power Plant,East,4954.54,736.74,67509.25,542.72,44.4,58.26,KWH Logistics,80.75,108.53,505.8
12/04/2023,Kivihaka Distribution Center,South,8319.91,1115.09,56738.18,589.97,87.13,85.64,LEKO Logistics,91.99,197.95,356.99
12/05/2023,Vaasa Logistics Center,North,2901.73,1626.11,85054.96,443.56,80.82,75.77,LEKO Logistics,24.79,344.92,738.75
12/06/2023,Vaasa Logistics Center,West,7651.97,2058.24,95171.32,281.41,26.07,46.36,LEKO Logistics,65.41,283.02,651.31
12/07/2023,Vaskiluoto Power Plant,North,8185.83,548.28,51976.2,672.74,12.39,13.11,LEKO Logistics,39.25,425.31,990.98
12/08/2023,Vaskiluoto Power Plant,East,2289.91,845.6,43015.35,989.93,93.68,84.89,KWH Logistics,21.81,236.51,481.24
12/09/2023,ABB Vaasa Factory,West,1937.47,1054.71,92598.55,1667.97,47.07,27.98,KWH Logistics,13.13,171.71,863.14
12/10/2023,Vaskiluoto Power Plant,East,4384.55,592.1,81955.42,1258.65,90.76,29.19,Wasaline,12.36,118.1,237.3
12/11/2023,Vaskiluoto Power Plant,West,2813.6,3255.55,20396.75,575.79,37.83,9.56,Ahola Transport,66.48,307.88,925.58
12/12/2023,Vaskiluoto Power Plant,South,8307.6,1755.03,41412.19,825.06,92.25,38.8,LEKO Logistics,55.7,389.2,521.21
12/13/2023,ABB Vaasa Factory,South,2419.56,1628.51,42895.38,1452.93,34.23,93.1,LEKO Logistics,16.02,468.91,526.81
12/14/2023,Vaasa Logistics Center,North,7651.0,4175.61,79786.24,1203.75,50.48,81.09,Oy EL-Ho Oy,83.02,365.06,515.22
12/15/2023,Vaasa Logistics Center,South,7066.76,974.5,62678.37,1597.92,84.72,87.21,Ahola Transport,68.39,412.7,728.73
12/16/2023,Kivihaka Distribution Center,West,5815.87,2403.42,93092.02,1170.1,61.17,58.95,Wasaline,46.35,296.44,703.4
12/17/2023,Wartsila Smart Technology Hub,South,4937.78,2326.29,42309.76,480.74,29.37,73.4,LEKO Logistics,50.74,376.52,115.16
12/18/2023,Wartsila Smart Technology Hub,South,4811.91,1405.74,92632.58,1679.17,45.82,97.68,Oy EL-Ho Oy,17.36,59.55,332.42
12/19/2023,Vaasa Logistics Center,East,3773.81,2338.76,22159.16,625.44,64.85,6.91,Ahola Transport,48.37,206.09,480.09
12/20/2023,ABB Vaasa Factory,South,1563.39,3066.57,29574.29,1583.39,30.92,94.8,Ahola Transport,92.8,147.3,815.93
12/21/2023,Wartsila Smart Technology Hub,North,4225.59,1401.95,27342.05,981.73,43.08,39.29,Oy EL-Ho Oy,45.96,276.56,432.73
12/22/2023,ABB Vaasa Factory,South,3711.92,3990.72,32380.97,1356.11,36.65,53.82,Ahola Transport,83.16,101.65,385.93
12/23/2023,Vaasa Logistics Center,South,8073.72,2484.29,68416.72,1645.17,25.69,88.53,Ahola Transport,16.06,402.61,679.51
12/24/2023,Kivihaka Distribution Center,East,6797.51,705.3,99516.42,615.86,87.5,94.3,LEKO Logistics,62.2,411.26,893.52
12/25/2023,Vaskiluoto Power Plant,West,2188.16,3579.58,66805.49,683.11,47.97,82.61,Ahola Transport,94.24,488.07,152.94
12/26/2023,ABB Vaasa Factory,West,6846.02,1635.54,55060.12,507.61,88.57,50.39,Ahola Transport,16.62,431.1,828.05
12/27/2023,Kivihaka Distribution Center,North,7079.05,1176.09,36750.63,668.32,79.7,39.73,LEKO Logistics,33.07,261.13,476.85
12/28/2023,ABB Vaasa Factory,South,3687.72,1556.69,30731.42,488.5,40.98,81.65,LEKO Logistics,90.11,341.76,243.46
12/29/2023,ABB Vaasa Factory,South,5240.55,470.92,71329.24,281.39,91.66,72.48,KWH Logistics,15.29,95.95,268.01
12/30/2023,Kivihaka Distribution Center,South,2246.61,2584.08,18482.41,266.87,93.15,47.47,KWH Logistics,18.18,127.96,220.27
12/31/2023,Vaskiluoto Power Plant,West,4419.24,931.63,15840.38,942.98,16.1,5.3,Ahola Transport,61.47,439.85,895.06
01/01/2024,ABB Vaasa Factory,South,7185.97,2505.07,84913.84,227.58,75.5,58.21,Oy EL-Ho Oy,98.35,429.21,439.41
01/02/2024,Vaskiluoto Power Plant,North,7698.75,1308.35,93709.29,1718.18,85.6,70.36,KWH Logistics,13.66,482.42,567.25
01/03/2024,Wartsila Smart Technology Hub,South,5138.75,2706.26,56536.44,846.44,5.01,86.42,Oy EL-Ho Oy,12.58,175.56,392.21
01/04/2024,Vaasa Logistics Center,West,6395.08,4091.99,23843.85,789.12,9.41,67.23,Wasaline,77.35,320.52,162.61
01/05/2024,Vaskiluoto Power Plant,South,7725.09,544.43,52850.52,1746.65,9.35,7.26,KWH Logistics,97.68,351.07,592.12
01/06/2024,Kivihaka Distribution Center,North,3481.97,3149.2,97096.55,1670.57,13.53,19.53,Wasaline,57.74,137.2,202.98
01/07/2024,Kivihaka Distribution Center,East,3239.18,3798.74,62412.12,1515.7,51.19,48.4,LEKO Logistics,97.23,148.7,381.7
01/08/2024,ABB Vaasa Factory,West,8162.4,2064.1,86752.99,966.2,31.42,58.06,LEKO Logistics,77.43,366.22,372.21
01/09/2024,Kivihaka Distribution Center,West,6434.02,761.33,34112.37,1050.33,98.1,48.01,Ahola Transport,29.45,122.71,686.73
01/10/2024,Vaskiluoto Power Plant,South,6277.31,618.16,43965.71,1124.84,94.2,22.84,LEKO Logistics,39.63,364.96,316.71
01/11/2024,Vaskiluoto Power Plant,East,4960.81,1033.63,19931.33,772.41,60.26,31.9,KWH Logistics,71.01,64.68,948.79
01/12/2024,Vaskiluoto Power Plant,North,4329.82,1815.39,34100.73,924.12,78.76,80.41,KWH Logistics,61.89,333.19,841.85
01/13/2024,Vaskiluoto Power Plant,South,5755.84,2111.46,43966.26,240.88,44.41,19.97,Oy EL-Ho Oy,15.55,479.4,282.19
01/14/2024,ABB Vaasa Factory,South,5132.45,2123.1,30476.9,1130.92,47.0,28.09,Wasaline,24.55,377.63,897.35
01/15/2024,Vaskiluoto Power Plant,North,1879.19,1594.46,62358.8,1613.43,90.94,47.3,Oy EL-Ho Oy,76.14,366.29,156.42
01/16/2024,ABB Vaasa Factory,West,1803.59,2366.47,11041.75,339.4,67.97,60.13,KWH Logistics,89.13,76.31,538.8
01/17/2024,ABB Vaasa Factory,North,7967.7,3351.21,75464.39,1791.74,93.76,57.74,KWH Logistics,89.31,211.36,645.11
01/18/2024,Wartsila Smart Technology Hub,North,8503.32,1655.87,51411.75,947.2,86.93,63.18,Wasaline,6.58,130.9,735.88
01/19/2024,ABB Vaasa Factory,West,5313.93,2151.34,93092.96,701.66,26.55,67.31,Ahola Transport,77.68,204.95,937.87
01/20/2024,Wartsila Smart Technology Hub,West,5153.39,4050.25,71538.14,551.79,5.66,54.45,LEKO Logistics,98.14,176.1,416.02
01/21/2024,Wartsila Smart Technology Hub,East,6746.62,2651.75,79206.9,1270.64,92.22,93.56,Oy EL-Ho Oy,39.95,102.3,924.67
01/22/2024,Kivihaka Distribution Center,East,2705.09,1106.98,23507.55,1611.72,54.75,86.45,KWH Logistics,63.84,448.82,670.09
01/23/2024,Wartsila Smart Technology Hub,East,7112.23,2196.04,46298.22,548.06,52.79,24.17,LEKO Logistics,19.84,233.43,735.32
01/24/2024,Kivihaka Distribution Center,North,7790.87,3708.36,84830.63,1642.76,50.11,36.86,Ahola Transport,55.69,338.22,534.45
01/25/2024,Kivihaka Distribution Center,North,7388.39,3558.74,82492.98,1768.0,93.03,16.11,LEKO Logistics,58.3,89.97,217.64
01/26/2024,Kivihaka Distribution Center,South,4489.95,1749.48,54967.33,563.24,78.49,31.65,LEKO Logistics,43.42,78.02,737.91
01/27/2024,Vaskiluoto Power Plant,West,5907.22,1408.97,73586.59,1581.49,43.32,69.59,Ahola Transport,76.47,472.72,437.8
01/28/2024,Vaskiluoto Power Plant,West,3093.61,571.57,22614.71,689.09,71.88,33.86,LEKO Logistics,23.27,430.89,827.94
01/29/2024,Kivihaka Distribution Center,West,2389.05,3048.98,36077.06,1171.88,78.54,68.86,Oy EL-Ho Oy,68.47,314.82,873.9
01/30/2024,Vaskiluoto Power Plant,East,3117.22,4415.45,44239.16,1338.07,96.32,25.82,Wasaline,64.92,239.06,912.63
01/31/2024,Kivihaka Distribution Center,North,6524.47,2277.28,18729.11,940.6,34.38,24.46,KWH Logistics,62.29,211.62,201.14
02/01/2024,Kivihaka Distribution Center,East,5503.69,766.93,24474.44,247.52,83.61,33.28,Wasaline,90.19,194.03,674.73
02/02/2024,Vaasa Logistics Center,South,8296.81,3727.43,62838.44,271.24,13.8,19.04,LEKO Logistics,60.48,125.45,157.38
02/03/2024,ABB Vaasa Factory,North,1821.14,1208.3,61229.85,1326.52,99.37,93.94,KWH Logistics,78.65,447.65,834.57
02/04/2024,Vaskiluoto Power Plant,South,3241.99,849.33,81354.87,1743.72,29.13,75.0,Oy EL-Ho Oy,23.46,236.57,333.06
02/05/2024,Wartsila Smart Technology Hub,North,2464.22,1218.26,90359.7,219.37,15.19,34.33,Oy EL-Ho Oy,46.88,245.7,243.39
02/06/2024,ABB Vaasa Factory,East,1916.31,4130.87,18110.2,1189.1,16.27,75.64,KWH Logistics,25.66,89.09,197.75
02/07/2024,ABB Vaasa Factory,West,2767.64,4124.43,52522.73,237.8,53.01,21.29,KWH Logistics,39.11,212.76,948.91
02/08/2024,Vaskiluoto Power Plant,North,2024.97,3344.5,42225.36,1547.05,85.47,88.66,Ahola Transport,78.72,251.54,889.13
02/09/2024,ABB Vaasa Factory,South,7485.55,4430.3,18761.3,397.34,30.32,43.25,LEKO Logistics,26.42,132.37,607.17
02/10/2024,Kivihaka Distribution Center,West,5637.24,3346.3,20481.19,689.46,53.85,72.67,LEKO Logistics,51.8,141.52,845.94
02/11/2024,Vaasa Logistics Center,North,1946.99,1567.38,66993.38,707.89,42.98,90.92,LEKO Logistics,72.26,183.38,337.39
02/12/2024,Vaskiluoto Power Plant,West,8574.4,994.42,86382.47,1740.03,85.8,82.3,Oy EL-Ho Oy,12.43,180.8,143.14
02/13/2024,Kivihaka Distribution Center,South,4611.92,1912.51,47987.55,1351.7,95.29,33.51,Oy EL-Ho Oy,30.13,333.8,799.4
02/14/2024,Vaasa Logistics Center,West,8918.96,3806.73,57234.84,1020.83,84.63,57.27,LEKO Logistics,47.49,171.9,182.06
02/15/2024,Kivihaka Distribution Center,North,5622.66,3667.95,34262.59,318.36,48.21,69.01,KWH Logistics,78.48,316.41,884.07
02/16/2024,Vaasa Logistics Center,North,6965.7,2962.21,68314.86,333.12,30.16,49.0,Wasaline,85.36,299.9,565.04
02/17/2024,Vaasa Logistics Center,South,8537.13,694.97,50091.52,1664.09,73.6,15.87,KWH Logistics,23.41,318.54,406.21
02/18/2024,ABB Vaasa Factory,South,7469.73,4410.05,74748.79,1417.47,5.48,43.09,LEKO Logistics,10.44,372.54,261.1
02/19/2024,Wartsila Smart Technology Hub,East,6854.93,4194.08,27561.21,565.13,20.0,54.09,Ahola Transport,32.85,336.83,703.37
02/20/2024,Vaasa Logistics Center,South,4855.27,1442.95,81728.24,643.32,70.2,5.31,Oy EL-Ho Oy,93.16,440.38,180.49
02/21/2024,Wartsila Smart Technology Hub,South,8276.6,1232.55,52133.2,649.26,94.18,52.62,Ahola Transport,5.41,283.15,732.48
02/22/2024,ABB Vaasa Factory,East,5431.42,3683.22,18980.63,1144.94,20.04,32.12,LEKO Logistics,74.44,345.42,804.17
02/23/2024,Wartsila Smart Technology Hub,South,8396.9,1269.21,23916.51,275.57,59.87,96.55,Wasaline,57.98,426.47,680.81
02/24/2024,Wartsila Smart Technology Hub,North,7681.08,3116.76,56776.42,377.33,57.38,66.62,Ahola Transport,89.03,110.08,486.5
02/25/2024,ABB Vaasa Factory,South,7821.76,709.59,69978.1,1031.03,86.19,84.7,KWH Logistics,79.44,401.04,801.77
02/26/2024,Wartsila Smart Technology Hub,East,1648.74,2293.37,85151.41,277.8,99.24,43.35,Wasaline,51.85,114.48,255.88
02/27/2024,Kivihaka Distribution Center,North,3472.6,3154.71,31185.39,845.83,44.09,60.08,Ahola Transport,55.19,255.25,531.12
02/28/2024,Wartsila Smart Technology Hub,East,1104.41,1961.06,48405.76,190.58,77.1,85.13,Ahola Transport,67.83,414.03,889.06
02/29/2024,Vaasa Logistics Center,West,4924.66,4292.44,62911.67,1346.41,80.22,41.22,Wasaline,7.23,457.73,362.65
03/01/2024,Wartsila Smart Technology Hub,South,8613.11,1956.41,84761.88,666.3,20.23,69.44,Ahola Transport,62.0,178.55,335.34
03/02/2024,Kivihaka Distribution Center,South,2555.81,535.14,48747.91,487.17,68.48,20.44,Wasaline,72.21,473.64,132.35
03/03/2024,Vaskiluoto Power Plant,South,3163.35,1795.27,65562.55,1056.24,82.49,67.73,Wasaline,90.72,317.54,619.72
03/04/2024,Kivihaka Distribution Center,East,5790.99,3007.0,57798.38,1581.79,99.41,75.39,LEKO Logistics,9.72,255.78,535.36
03/05/2024,Kivihaka Distribution Center,East,3751.97,3179.0,91164.8,1019.49,68.35,27.05,Ahola Transport,98.63,395.32,410.81
03/06/2024,Vaskiluoto Power Plant,West,8453.7,2538.51,72260.88,1521.03,6.74,91.17,LEKO Logistics,36.25,467.13,184.44
03/07/2024,Vaasa Logistics Center,South,1907.09,4121.06,39398.77,1145.61,30.28,5.83,Ahola Transport,25.84,440.32,734.34
03/08/2024,ABB Vaasa Factory,North,7213.62,2031.73,88245.22,514.99,51.6,33.24,Wasaline,87.73,382.74,343.83
03/09/2024,Wartsila Smart Technology Hub,West,6307.43,4057.05,20465.24,1117.28,65.49,78.94,KWH Logistics,94.83,473.27,157.95
03/10/2024,Vaskiluoto Power Plant,East,3850.17,2278.5,26408.61,1238.49,92.05,84.18,KWH Logistics,87.13,122.89,463.15
03/11/2024,Vaskiluoto Power Plant,North,2322.3,1875.56,70897.3,832.96,19.11,45.58,Oy EL-Ho Oy,80.21,185.74,904.79
03/12/2024,Vaskiluoto Power Plant,South,7855.27,1407.33,25040.13,540.15,34.92,56.42,Wasaline,73.79,496.16,410.18
03/13/2024,Wartsila Smart Technology Hub,North,6001.92,1092.86,26224.72,874.44,44.19,54.88,KWH Logistics,24.66,248.75,785.98
03/14/2024,Vaasa Logistics Center,North,7293.27,1520.77,50572.89,1347.98,48.58,25.29,LEKO Logistics,95.4,488.09,655.31
03/15/2024,Vaasa Logistics Center,North,4292.51,3156.7,66296.4,1714.04,96.75,86.27,LEKO Logistics,95.51,235.23,828.77
03/16/2024,Wartsila Smart Technology Hub,South,3678.53,3373.52,20573.17,919.73,21.66,49.78,Ahola Transport,91.29,336.15,655.58
03/17/2024,Kivihaka Distribution Center,South,6632.08,3933.26,54309.92,380.84,83.4,40.67,LEKO Logistics,88.23,304.96,696.78
03/18/2024,Wartsila Smart Technology Hub,West,5217.9,1980.49,81886.13,359.04,32.62,39.16,LEKO Logistics,15.43,477.35,891.81
03/19/2024,Kivihaka Distribution Center,West,8187.17,3864.43,94844.76,971.4,19.69,89.18,LEKO Logistics,48.53,138.5,497.81
03/20/2024,Kivihaka Distribution Center,East,3570.54,3628.08,17927.02,1541.08,77.12,41.45,Oy EL-Ho Oy,8.8,81.42,333.07
03/21/2024,Vaskiluoto Power Plant,North,3023.13,1114.09,42786.73,1370.41,71.07,26.15,Ahola Transport,37.98,168.9,874.81
03/22/2024,Vaskiluoto Power Plant,North,6365.62,3585.23,65292.13,603.48,57.21,64.44,Oy EL-Ho Oy,43.79,379.79,503.77
